Original Title,Cited Articles
Painless reconstruction from magnitudes of frame coefficients,Convex recovery of a structured signal from independent random linear measurements
Painless reconstruction from magnitudes of frame coefficients,Sketchy decisions: Convex low-rank matrix optimization with optimal storage
Painless reconstruction from magnitudes of frame coefficients,Solving ptychography with a convex relaxation
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval: uniqueness and stability
Painless reconstruction from magnitudes of frame coefficients,Full spark frames
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval with polarization
Painless reconstruction from magnitudes of frame coefficients,Stable phase retrieval with low-redundancy frames
Painless reconstruction from magnitudes of frame coefficients,Stable optimizationless recovery from phaseless linear measurements
Painless reconstruction from magnitudes of frame coefficients,Improved recovery guarantees for phase retrieval from coded diffraction patterns
Painless reconstruction from magnitudes of frame coefficients,A partial derandomization of phaselift using spherical designs
Painless reconstruction from magnitudes of frame coefficients,Introduction to finite frame theory
Painless reconstruction from magnitudes of frame coefficients,Optical compressive imaging
Painless reconstruction from magnitudes of frame coefficients,Robust sparse phase retrieval made easy
Painless reconstruction from magnitudes of frame coefficients,Ambiguities in one-dimensional discrete phase retrieval from Fourier magnitudes
Painless reconstruction from magnitudes of frame coefficients,On accumulated spectrograms
Painless reconstruction from magnitudes of frame coefficients,Embedded pupil function recovery for fourier ptychographic imaging devices
Painless reconstruction from magnitudes of frame coefficients,Stable low-rank matrix recovery via null space properties
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval for sparse signals
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval from very few measurements
Painless reconstruction from magnitudes of frame coefficients,Sparse phase retrieval: Uniqueness guarantees and recovery algorithms
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval by projections
Painless reconstruction from magnitudes of frame coefficients,Invertibility and robustness of phaseless reconstruction
Painless reconstruction from magnitudes of frame coefficients,Qubit stabilizer states are complex projective 3-designs
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval via linear programming: Fundamental limits and algorithmic improvements
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval with one or two diffraction patterns by alternating projections with the null initialization
Painless reconstruction from magnitudes of frame coefficients,Reconstruction of signals from magnitudes of redundant representations: The complex case
Painless reconstruction from magnitudes of frame coefficients,Sparse solutions of underdetermined linear systems and their applications
Painless reconstruction from magnitudes of frame coefficients,"Fourier ptychographic imaging systems, devices, and methods"
Painless reconstruction from magnitudes of frame coefficients,The local convexity of solving systems of quadratic equations
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval from local measurements: Improved robustness via eigenvector-based angular synchronization
Painless reconstruction from magnitudes of frame coefficients,What are the minimal conditions required to define a symmetric informationally complete generalized measurement?
Painless reconstruction from magnitudes of frame coefficients,"Variable-illumination Fourier ptychographic imaging devices, systems, and methods"
Painless reconstruction from magnitudes of frame coefficients,Galois automorphisms of a symmetric measurement
